,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,fight_year,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
2296,Caio Magalhaes,Karlos Vemola,1,Middleweight,f,SUB,2,2013,9,3,0,0,"6' 1""","73""",Orthodox,2.27,40.0,2.78,56.0,1.05,15.0,58.0,1.6,75.0,1987,10,4,0,0,"6' 0""","75""",Orthodox,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,71.42857,1985
2297,Anthony Smith,Antonio Braga Neto,0,Middleweight,f,SUB,1,2013,31,13,0,0,"6' 4""","76""",Orthodox,3.49,47.0,4.14,46.0,0.58,28.0,46.0,1.0,70.454544,1988,9,3,0,1,"6' 3""","77""",Orthodox,1.36,33.0,3.92,45.0,3.07,37.0,0.0,0.5,69.23077,1987
2298,Dan Henderson,Rashad Evans,0,Light Heavyweight,f,DEC,3,2013,32,15,0,0,"5' 11""","74""",Orthodox,2.44,47.0,2.7,51.0,1.52,52.0,57.0,0.3,68.085106,1970,24,8,1,0,"6' 0""","75""",Orthodox,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,72.72727,1979
2299,Roy Nelson,Stipe Miocic,0,Heavyweight,f,DEC,3,2013,23,14,0,0,"6' 0""","72""",Orthodox,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,62.162163,1976,18,3,0,0,"6' 4""","80""",Orthodox,4.76,51.0,2.96,62.0,2.38,38.0,75.0,0.0,85.71429,1982
2300,Igor Pokrajac,Ryan Jimmo,0,Light Heavyweight,f,DEC,3,2013,28,13,0,1,"6' 0""","76""",Orthodox,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2,66.666664,1979,19,5,0,0,"6' 1""","73""",Orthodox,3.12,66.0,2.77,46.0,0.45,28.0,87.0,0.0,79.166664,1981
2301,Rosi Sexton,Alexis Davis,0,Women's Bantamweight,f,DEC,3,2013,13,4,0,0,"5' 3""","63""",Orthodox,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0,76.47059,1977,19,8,0,0,"5' 6""","68""",Orthodox,4.18,44.0,4.16,55.0,0.8,38.0,34.0,1.0,70.37037,1984
2302,Shawn Jordan,Pat Barry,1,Heavyweight,f,KO/TKO,1,2013,18,7,0,0,"6' 0""","75""",Southpaw,2.87,50.0,3.3,47.0,1.97,38.0,76.0,0.1,72.0,1984,8,7,0,0,"5' 11""","74""",Orthodox,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,53.333332,1979
2303,Jake Shields,Tyron Woodley,1,Welterweight,f,DEC,3,2013,29,7,1,1,"6' 0""","72""",Orthodox,2.45,36.0,1.8,56.0,2.83,29.0,35.0,1.2,76.31579,1979,19,3,1,0,"5' 9""","74""",Orthodox,2.62,48.0,2.26,61.0,1.34,42.0,94.0,0.5,82.608696,1982
2304,Sam Stout,James Krause,0,Lightweight,f,SUB,3,2013,21,12,1,0,"5' 9""","70""",Orthodox,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1,61.764706,1984,25,8,0,0,"6' 2""","73""",Orthodox,4.57,46.0,4.15,61.0,1.18,18.0,46.0,0.7,75.757576,1986
2305,Sean Pierson,Kenny Robertson,1,Welterweight,f,DEC,3,2013,14,6,0,0,"6' 0""","76""",Southpaw,3.84,39.0,3.73,64.0,0.39,18.0,66.0,0.4,70.0,1976,15,5,0,0,"5' 10""","74""",Orthodox,3.72,47.0,3.02,52.0,1.37,26.0,57.0,0.8,75.0,1984
2306,Roland Delorme,Edwin Figueroa,1,Bantamweight,f,DEC,3,2013,9,4,0,1,"5' 9""","71""",Orthodox,2.28,44.0,4.32,40.0,2.51,34.0,42.0,1.6,64.28571,1983,9,4,0,0,"5' 7""","69""",Orthodox,2.57,39.0,3.06,51.0,0.2,100.0,37.0,0.6,69.23077,1984
2307,John Maguire,Mitch Clarke,0,Lightweight,f,DEC,3,2013,18,6,0,0,"5' 9""","69""",Southpaw,1.41,41.0,2.44,65.0,2.8,46.0,77.0,1.1,75.0,1983,11,5,0,0,"5' 10""","73""",Orthodox,2.35,34.0,3.27,47.0,0.64,15.0,50.0,0.4,68.75,1985
2308,Dustin Pague,Yves Jabouin,0,Bantamweight,f,DEC,3,2013,11,10,0,0,"5' 9""","74""",Orthodox,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,52.38095,1987,20,11,0,0,"5' 7""","68""",Orthodox,3.06,41.0,2.93,62.0,1.94,60.0,82.0,0.1,64.51613,1979
2309,Chris Weidman,Anderson Silva,1,Middleweight,t,KO/TKO,2,2013,14,4,0,0,"6' 2""","78""",Orthodox,3.15,42.0,3.23,51.0,3.76,52.0,73.0,1.0,77.77778,1984,34,8,0,1,"6' 2""","77""",Southpaw,3.1,63.0,1.87,62.0,0.55,77.0,69.0,0.9,79.06977,1975
2310,Frankie Edgar,Charles Oliveira,1,Featherweight,f,DEC,3,2013,22,6,1,0,"5' 6""","68""",Orthodox,3.59,40.0,2.22,70.0,2.47,33.0,65.0,0.4,75.86207,1981,24,8,0,1,"5' 10""","74""",Orthodox,3.04,49.0,3.0,54.0,2.87,41.0,60.0,2.8,72.72727,1989
2311,Roger Gracie,Tim Kennedy,0,Middleweight,f,DEC,3,2013,6,2,0,0,"6' 4""","79""",Orthodox,1.78,35.0,1.79,61.0,1.87,53.0,60.0,1.9,75.0,1981,18,6,0,0,"5' 11""","74""",Orthodox,2.78,47.0,1.84,62.0,2.58,35.0,70.0,0.7,75.0,1979
2312,Mark Munoz,Tim Boetsch,1,Middleweight,f,DEC,3,2013,14,6,0,0,"6' 0""","72""",Orthodox,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6,70.0,1978,21,12,0,0,"6' 0""","74""",Orthodox,2.94,51.0,2.86,56.0,1.56,35.0,57.0,0.8,63.636364,1981
2313,Cub Swanson,Dennis Siver,1,Featherweight,f,KO/TKO,3,2013,25,10,0,0,"5' 8""","70""",Orthodox,4.16,49.0,3.28,62.0,1.17,52.0,60.0,0.5,71.42857,1983,23,11,0,1,"5' 6""","70""",Orthodox,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3,65.71429,1979
2314,Andrew Craig,Chris Leben,1,Middleweight,f,DEC,3,2013,9,4,0,0,"6' 1""","76""",Orthodox,2.39,40.0,3.01,50.0,0.53,37.0,72.0,0.0,69.23077,1986,22,11,0,0,"5' 11""","74""",Southpaw,2.87,42.0,2.87,52.0,1.14,41.0,53.0,0.8,66.666664,1980
2315,Kazuki Tokudome,Norman Parke,0,Lightweight,f,DEC,3,2013,12,6,1,0,"5' 11""","73""",Southpaw,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0,63.157894,1987,22,5,1,0,"5' 11""","70""",,3.06,35.0,2.88,64.0,1.98,26.0,77.0,0.0,78.57143,1986
2316,Gabriel Gonzaga,Dave Herman,1,Heavyweight,f,KO/TKO,1,2013,17,11,0,0,"6' 2""","76""",Orthodox,2.12,45.0,2.94,57.0,2.8,39.0,66.0,1.1,60.714287,1979,21,6,0,0,"6' 4""","76""",Orthodox,4.98,60.0,3.78,48.0,1.49,100.0,58.0,0.0,77.77778,1984
2317,Rafaello Oliveira,Edson Barboza,0,Lightweight,f,KO/TKO,2,2013,15,7,0,0,"5' 8""","71""",Orthodox,2.19,33.0,3.38,59.0,2.49,36.0,11.0,1.6,68.181816,1982,19,6,0,0,"5' 11""","75""",Orthodox,3.64,41.0,4.0,60.0,0.49,50.0,80.0,0.1,76.0,1986
2318,Seth Baczynski,Brian Melancon,0,Welterweight,f,KO/TKO,1,2013,18,11,0,0,"6' 3""","74""",Orthodox,3.08,31.0,3.14,51.0,0.89,16.0,48.0,0.8,62.068966,1981,7,3,0,0,"5' 8""","72""",Orthodox,4.18,49.0,3.64,64.0,2.02,100.0,66.0,0.0,70.0,1982
2319,David Mitchell,Mike Pierce,0,Welterweight,f,KO/TKO,2,2013,12,4,0,0,"6' 0""","76""",Orthodox,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,75.0,1979,17,7,0,0,"5' 8""","70""",Orthodox,2.62,42.0,2.36,62.0,3.08,42.0,71.0,0.2,70.833336,1980
2320,Demetrious Johnson,John Moraga,1,Flyweight,t,SUB,5,2013,27,3,1,0,"5' 3""","66""",Orthodox,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,87.09677,1986,19,7,0,0,"5' 6""","66""",Orthodox,2.57,43.0,2.55,56.0,0.62,23.0,44.0,1.1,73.07692,1984
2321,Jake Ellenberger,Rory MacDonald,0,Welterweight,f,DEC,3,2013,31,15,0,0,"5' 9""","71""",Orthodox,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,67.391304,1985,18,4,0,0,"6' 0""","76""",Orthodox,3.75,42.0,2.8,62.0,1.77,47.0,88.0,0.4,81.818184,1989
2322,Bobby Voelker,Robbie Lawler,0,Welterweight,f,KO/TKO,2,2013,24,12,0,0,"6' 0""","75""",Orthodox,4.01,35.0,5.84,42.0,1.04,50.0,66.0,0.0,66.666664,1979,28,12,0,1,"5' 11""","74""",Southpaw,3.56,44.0,3.99,60.0,0.72,65.0,69.0,0.0,68.29269,1982
2323,Liz Carmouche,Jessica Andrade,1,Women's Bantamweight,f,KO/TKO,2,2013,11,6,0,0,"5' 6""","66""",Orthodox,3.3,56.0,2.68,60.0,2.95,52.0,66.0,0.2,64.70588,1984,19,6,0,0,"5' 1""","62""",Orthodox,6.58,51.0,5.04,51.0,3.2,58.0,75.0,0.5,76.0,1991
2324,Jorge Masvidal,Michael Chiesa,1,Lightweight,f,SUB,2,2013,32,13,0,0,"5' 11""","74""",Orthodox,4.15,46.0,2.96,67.0,1.73,58.0,78.0,0.4,71.111115,1984,14,4,0,0,"6' 1""","75""",Southpaw,2.17,37.0,2.45,50.0,2.87,39.0,68.0,1.4,77.77778,1987
2325,Tim Means,Danny Castillo,0,Lightweight,f,DEC,3,2013,27,10,1,1,"6' 2""","75""",Orthodox,4.71,44.0,3.22,63.0,0.66,44.0,63.0,0.2,69.23077,1984,17,10,0,0,"5' 9""","71""",Orthodox,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,62.962963,1979
2326,Melvin Guillard,Mac Danzig,1,Lightweight,f,KO/TKO,2,2013,48,15,3,2,"5' 9""","68""",Orthodox,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,70.588234,1983,22,12,1,0,"5' 8""","70""",Orthodox,3.39,48.0,3.44,57.0,1.2,37.0,46.0,0.6,62.857143,1980
2327,Daron Cruickshank,Yves Edwards,1,Lightweight,f,DEC,3,2013,16,8,0,1,"5' 8""","72""",Switch,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,64.0,1985,42,22,1,1,"5' 9""","73""",Southpaw,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7,63.636364,1976
2328,Trevor Smith,Ed Herman,0,Middleweight,f,DEC,3,2013,15,8,0,0,"6' 3""","75""",Orthodox,3.31,58.0,2.95,49.0,2.06,32.0,54.0,0.9,65.21739,1981,24,14,0,1,"6' 1""","77""",Orthodox,3.18,49.0,3.05,44.0,2.41,51.0,60.0,1.3,61.53846,1980
2329,Julie Kedzie,Germaine de Randamie,0,Women's Bantamweight,f,DEC,3,2013,16,13,0,0,"5' 5""","64""",Orthodox,2.9,36.0,3.18,46.0,1.14,23.0,78.0,0.0,55.172413,1981,8,3,0,0,"5' 9""","71""",Orthodox,3.13,45.0,2.16,67.0,0.0,0.0,88.0,0.2,72.72727,1984
2330,Aaron Riley,Justin Salas,0,Lightweight,f,DEC,3,2013,29,14,1,0,"5' 8""","69""",Southpaw,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,65.90909,1980,12,7,0,0,"5' 8""","70""",Southpaw,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,63.157894,1982
2331,Yaotzin Meza,John Albert,1,Bantamweight,f,SUB,2,2013,21,11,0,1,"5' 9""","74""",Orthodox,1.43,41.0,1.62,64.0,1.06,20.0,18.0,1.4,63.636364,1981,7,5,0,0,"5' 8""","68""",,3.05,49.0,2.82,35.0,0.0,0.0,50.0,6.1,58.333332,1986
2332,Jose Aldo,Chan Sung Jung,1,Featherweight,t,KO/TKO,4,2013,27,4,0,0,"5' 7""","70""",Orthodox,3.51,44.0,2.94,67.0,0.73,68.0,92.0,0.2,87.09677,1986,14,5,0,0,"5' 7""","72""",Orthodox,4.12,39.0,3.81,60.0,0.81,41.0,75.0,0.7,73.68421,1987
2333,Phil Davis,Lyoto Machida,1,Light Heavyweight,f,DEC,3,2013,13,3,0,1,"6' 2""","79""",Orthodox,2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6,76.47059,1984,24,8,0,0,"6' 1""","74""",Southpaw,2.59,53.0,1.57,61.0,1.21,65.0,75.0,0.4,75.0,1978
2334,Thiago Santos,Cezar Ferreira,0,Middleweight,f,SUB,1,2013,19,6,0,0,"6' 0""","76""",Orthodox,4.89,50.0,2.04,62.0,0.87,37.0,65.0,0.1,76.0,1984,14,7,0,0,"6' 1""","78""",Southpaw,1.83,42.0,2.14,55.0,2.97,59.0,90.0,0.5,66.666664,1985
2335,Thales Leites,Tom Watson,1,Middleweight,f,DEC,3,2013,28,9,0,0,"6' 1""","78""",Orthodox,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,75.675674,1981,17,9,0,0,"6' 1""","73""",Orthodox,4.01,44.0,4.41,50.0,0.15,7.0,43.0,0.0,65.38461,1982
2336,Jose Maria,John Lineker,0,Flyweight,f,KO/TKO,2,2013,33,5,0,2,"5' 5""",,Orthodox,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,82.5,1982,31,8,0,0,"5' 3""","67""",Orthodox,5.22,40.0,3.95,56.0,0.52,60.0,69.0,0.6,79.48718,1990
2337,Anthony Perosh,Vinny Magalhaes,1,Light Heavyweight,f,KO/TKO,1,2013,15,10,0,0,"6' 3""","75""",Orthodox,2.27,43.0,3.77,53.0,2.03,22.0,33.0,1.1,60.0,1972,11,7,0,1,"6' 3""","79""",Orthodox,2.14,24.0,3.97,68.0,1.55,44.0,66.0,0.8,57.894737,1984
2338,Amanda Nunes,Sheila Gaff,1,Women's Bantamweight,f,KO/TKO,1,2013,16,4,0,0,"5' 8""","69""",Orthodox,4.55,51.0,2.88,56.0,1.82,40.0,79.0,0.6,80.0,1988,10,6,1,0,"5' 5""","62""",Orthodox,1.6,50.0,2.89,28.0,0.0,0.0,20.0,0.0,58.82353,1989
2339,Neil Magny,Sergio Moraes,0,Welterweight,f,SUB,1,2013,21,8,0,0,"6' 3""","80""",Orthodox,3.86,46.0,2.22,56.0,2.62,46.0,60.0,0.3,72.413795,1987,14,4,1,0,"6' 0""","72""",Orthodox,2.61,45.0,3.26,62.0,1.14,34.0,75.0,0.6,73.68421,1982
2340,Iliarde Santos,Ian McCall,0,Flyweight,f,DEC,3,2013,27,9,1,1,"5' 5""","66""",Orthodox,3.0,30.0,6.1,57.0,1.66,23.0,83.0,0.0,71.052635,1980,13,5,1,0,"5' 5""","64""",Orthodox,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,68.42105,1984
2341,Josh Clopton,Rani Yahya,0,Featherweight,f,DEC,3,2013,6,2,1,0,"5' 6""","68""",Orthodox,1.6,64.0,2.87,50.0,2.0,66.0,75.0,0.0,66.666664,1981,26,9,0,1,"5' 6""","67""",Orthodox,1.48,38.0,1.46,50.0,3.13,34.0,22.0,2.3,72.22222,1984
2342,Francimar Barroso,Ednaldo Oliveira,1,Light Heavyweight,f,DEC,3,2013,19,7,0,1,"6' 1""","75""",Orthodox,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,70.37037,1980,13,2,1,1,"6' 5""","79""",Orthodox,1.03,22.0,1.8,52.0,0.0,0.0,42.0,0.0,76.47059,1984
2343,Viscardi Andrade,Bristol Marunde,1,Welterweight,f,KO/TKO,1,2013,19,7,0,0,"5' 11""","75""",Orthodox,3.26,42.0,2.77,63.0,1.93,50.0,66.0,0.3,73.07692,1984,12,9,0,0,"6' 1""","71""",Orthodox,1.42,21.0,4.4,47.0,1.6,33.0,14.0,0.0,57.142857,1982
2344,Mauricio Rua,Chael Sonnen,0,Light Heavyweight,f,SUB,1,2013,25,11,0,0,"6' 1""","76""",Orthodox,3.75,51.0,2.64,55.0,2.16,48.0,45.0,0.9,69.44444,1981,29,14,1,0,"6' 1""","74""",Southpaw,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4,65.90909,1977
2345,Alistair Overeem,Travis Browne,0,Heavyweight,f,KO/TKO,1,2013,43,17,0,1,"6' 4""","80""",Orthodox,3.53,61.0,1.93,61.0,1.39,62.0,72.0,1.0,70.491806,1980,18,7,1,0,"6' 6""","79""",Orthodox,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,69.23077,1982
2346,Iuri Alcantara,Urijah Faber,0,Bantamweight,f,DEC,3,2013,35,10,0,1,"5' 9""","71""",Southpaw,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,76.08696,1980,34,10,0,0,"5' 6""","67""",Orthodox,2.66,41.0,2.51,65.0,1.59,31.0,60.0,0.9,77.27273,1979
2347,Matt Brown,Mike Pyle,1,Welterweight,f,KO/TKO,1,2013,23,16,0,0,"6' 0""","75""",Orthodox,3.78,53.0,2.64,56.0,1.57,46.0,63.0,1.6,58.974358,1981,27,14,1,0,"6' 0""","74""",Orthodox,2.74,45.0,2.84,60.0,1.8,35.0,70.0,1.5,64.28571,1975
2348,Uriah Hall,John Howard,0,Middleweight,f,DEC,3,2013,14,9,0,0,"6' 0""","79""",Orthodox,3.44,52.0,3.61,52.0,0.93,38.0,71.0,0.3,60.869564,1984,23,12,0,0,"5' 7""","71""",Orthodox,2.15,50.0,3.08,51.0,2.7,49.0,53.0,0.4,65.71429,1983
2349,Michael Johnson,Joe Lauzon,1,Lightweight,f,DEC,3,2013,20,13,0,0,"5' 10""","73""",Southpaw,4.31,38.0,3.96,58.0,0.59,45.0,77.0,0.1,60.60606,1986,27,16,0,0,"5' 10""","71""",Orthodox,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,1984
2350,Michael McDonald,Brad Pickett,1,Bantamweight,f,SUB,2,2013,17,4,0,0,"5' 9""","70""",Orthodox,2.69,42.0,2.76,57.0,1.09,66.0,52.0,1.4,80.95238,1991,26,14,0,0,"5' 6""","68""",Orthodox,3.02,31.0,4.63,55.0,2.47,44.0,58.0,0.4,65.0,1978
2351,Conor McGregor,Max Holloway,1,Featherweight,f,DEC,3,2013,21,4,0,0,"5' 9""","74""",Southpaw,5.27,48.0,4.43,55.0,0.75,62.0,70.0,0.0,84.0,1988,19,3,0,0,"5' 11""","69""",Orthodox,6.2,43.0,3.9,65.0,0.28,80.0,83.0,0.5,86.36364,1991
2352,Mike Brown,Steven Siler,0,Featherweight,f,KO/TKO,1,2013,26,9,0,0,"5' 6""","70""",Orthodox,2.98,44.0,2.45,60.0,3.23,40.0,66.0,0.6,74.28571,1975,23,13,0,0,"5' 11""","70""",Orthodox,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6,63.88889,1987
2353,Daniel Pineda,Diego Brandao,0,Featherweight,f,DEC,3,2013,18,11,0,0,"5' 7""","69""",Orthodox,2.99,43.0,2.51,47.0,1.46,25.0,48.0,2.0,62.068966,1985,24,11,0,0,"5' 7""","68""",Orthodox,2.94,47.0,3.38,62.0,3.21,68.0,80.0,0.6,68.57143,1987
2354,Manvel Gamburyan,Cole Miller,1,Featherweight,f,DEC,3,2013,18,11,0,1,"5' 5""","67""",Orthodox,2.13,41.0,2.83,55.0,3.26,34.0,69.0,0.7,60.0,1981,21,11,0,1,"6' 1""","74""",Orthodox,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,63.636364,1984
2355,Cody Donovan,Ovince Saint Preux,0,Light Heavyweight,f,KO/TKO,1,2013,8,5,0,0,"6' 3""","74""",Orthodox,5.61,59.0,5.44,45.0,1.67,28.0,0.0,1.7,61.53846,1981,23,12,0,0,"6' 3""","80""",Southpaw,2.68,47.0,2.78,44.0,1.18,40.0,66.0,0.6,65.71429,1983
2356,Ramsey Nijem,James Vick,0,Lightweight,f,SUB,1,2013,10,6,0,0,"5' 11""","75""",Orthodox,3.05,44.0,1.62,62.0,5.32,62.0,55.0,1.1,62.5,1988,13,2,0,0,"6' 3""","76""",Orthodox,4.16,38.0,3.05,62.0,0.32,33.0,56.0,0.8,86.666664,1987
2357,Martin Kampmann,Carlos Condit,0,Welterweight,f,KO/TKO,4,2013,20,7,0,0,"6' 0""","72""",Orthodox,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,74.07407,1982,30,12,0,0,"6' 2""","75""",Orthodox,3.62,39.0,2.36,57.0,0.59,55.0,37.0,1.1,71.42857,1984
2358,Donald Cerrone,Rafael Dos Anjos,0,Lightweight,f,DEC,3,2013,34,11,0,1,"6' 1""","73""",Orthodox,4.09,48.0,4.02,54.0,1.28,34.0,71.0,1.4,73.91304,1983,28,10,0,0,"5' 8""","70""",Southpaw,3.71,44.0,3.18,64.0,2.11,40.0,64.0,0.7,73.68421,1984
2359,Brian Melancon,Kelvin Gastelum,0,Welterweight,f,SUB,1,2013,7,3,0,0,"5' 8""","72""",Orthodox,4.18,49.0,3.64,64.0,2.02,100.0,66.0,0.0,70.0,1982,16,3,0,1,"5' 9""","71""",Southpaw,3.86,43.0,2.87,61.0,0.82,50.0,62.0,0.2,80.0,1991
2360,Robert Whittaker,Court McGee,0,Welterweight,f,DEC,3,2013,21,4,0,0,"6' 0""","73""",Orthodox,4.82,40.0,3.65,61.0,0.37,57.0,84.0,0.0,84.0,1990,20,7,0,0,"5' 11""","75""",Orthodox,4.72,36.0,3.43,63.0,1.98,24.0,62.0,0.5,74.07407,1984
2361,Erik Perez,Takeya Mizugaki,0,Bantamweight,f,DEC,3,2013,17,6,0,0,"5' 8""","68""",Orthodox,3.16,40.0,2.09,66.0,3.16,55.0,69.0,0.2,73.91304,1989,21,11,2,0,"5' 7""","68""",Orthodox,3.37,37.0,3.27,57.0,1.46,57.0,70.0,0.1,61.764706,1983
2362,Bubba McDaniel,Brad Tavares,0,Middleweight,f,DEC,3,2013,21,8,0,0,"6' 3""","75""",Southpaw,1.64,44.0,1.98,56.0,0.93,50.0,50.0,1.4,72.413795,1983,17,6,0,0,"6' 1""","74""",Orthodox,3.02,40.0,2.73,55.0,1.04,27.0,77.0,0.0,73.91304,1987
2363,Dylan Andrews,Papy Abedi,1,Middleweight,f,KO/TKO,3,2013,18,8,0,1,"6' 1""","73""",Switch,2.21,50.0,2.72,46.0,2.83,50.0,57.0,0.4,66.666664,1979,9,3,0,0,"5' 11""","74""",Southpaw,2.8,55.0,3.15,48.0,3.47,57.0,50.0,1.3,75.0,1978
2364,Brandon Thatch,Justin Edwards,1,Welterweight,f,KO/TKO,1,2013,11,5,0,0,"6' 2""","74""",Switch,2.7,42.0,3.63,52.0,1.36,66.0,50.0,0.7,68.75,1985,9,5,0,0,"5' 10""","70""",Orthodox,2.68,42.0,3.32,51.0,2.14,26.0,27.0,1.0,64.28571,1983
2365,Darren Elkins,Hatsu Hioki,1,Featherweight,f,DEC,3,2013,25,7,0,0,"5' 10""","71""",Orthodox,3.36,37.0,2.83,53.0,2.68,35.0,57.0,1.3,78.125,1984,27,9,2,0,"5' 11""","70""",Orthodox,2.42,42.0,2.12,65.0,2.55,56.0,54.0,0.6,71.052635,1983
2366,Jason High,James Head,1,Welterweight,f,SUB,1,2013,19,5,0,0,"5' 8""","71""",Southpaw,1.28,42.0,1.56,48.0,2.36,63.0,37.0,2.8,79.166664,1981,9,4,0,0,"6' 1""","73""",Orthodox,2.75,48.0,3.11,49.0,0.41,100.0,66.0,0.8,69.23077,1984
2367,Zak Cummings,Benny Alloway,1,Welterweight,f,SUB,1,2013,21,6,0,0,"6' 0""","75""",Southpaw,2.49,30.0,2.86,52.0,1.09,38.0,66.0,0.9,77.77778,1984,13,6,0,0,"5' 11""","75""",Orthodox,1.28,49.0,1.9,59.0,0.62,50.0,26.0,0.0,68.42105,1981
2368,Anthony Pettis,Benson Henderson,1,Lightweight,t,SUB,1,2013,21,8,0,0,"5' 10""","72""",Orthodox,2.85,45.0,3.16,54.0,0.76,54.0,58.0,1.3,72.413795,1987,23,5,0,0,"5' 9""","70""",Southpaw,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,82.14286,1983
2369,Josh Barnett,Frank Mir,1,Heavyweight,f,KO/TKO,1,2013,35,8,0,0,"6' 3""","78""",Orthodox,3.2,50.0,2.11,57.0,1.26,55.0,55.0,1.4,81.39535,1977,18,11,0,0,"6' 3""","79""",Southpaw,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,62.068966,1979
2370,Chad Mendes,Clay Guida,1,Featherweight,f,KO/TKO,3,2013,18,4,0,0,"5' 6""","66""",Orthodox,2.76,49.0,2.14,68.0,4.08,54.0,100.0,0.3,81.818184,1985,34,15,0,0,"5' 7""","70""",Orthodox,2.33,32.0,2.39,65.0,3.43,37.0,69.0,0.7,69.38776,1981
2371,Ben Rothwell,Brandon Vera,1,Heavyweight,f,KO/TKO,3,2013,36,10,0,0,"6' 4""","78""",Orthodox,2.89,41.0,3.92,46.0,0.84,36.0,69.0,0.4,78.26087,1981,12,7,0,1,"6' 3""","76""",Orthodox,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2,60.0,1977
2372,Dustin Poirier,Erik Koch,1,Featherweight,f,DEC,3,2013,24,5,0,1,"5' 9""","72""",Southpaw,5.59,49.0,3.69,56.0,1.75,41.0,69.0,1.3,80.0,1989,15,6,0,0,"5' 10""","71""",Southpaw,2.32,40.0,2.98,45.0,0.64,50.0,79.0,1.1,71.42857,1988
2373,Jamie Varner,Gleison Tibau,0,Lightweight,f,DEC,3,2013,21,11,1,2,"5' 8""","72""",Orthodox,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8,60.0,1984,40,14,0,0,"5' 10""","71""",Southpaw,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8,74.07407,1983
2374,Tim Elliott,Louis Gaudinot,1,Flyweight,f,DEC,3,2013,16,8,1,0,"5' 7""","66""",Southpaw,3.41,45.0,2.3,62.0,4.26,65.0,50.0,1.4,64.0,1986,6,4,0,1,"5' 3""","63""",Orthodox,2.34,37.0,6.42,48.0,0.57,40.0,31.0,1.1,54.545456,1984
2375,Hyun Gyu Lim,Pascal Krauss,1,Welterweight,f,KO/TKO,1,2013,13,7,1,0,"6' 3""","77""",Orthodox,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,61.904762,1985,11,2,0,0,"6' 1""","72""",Orthodox,5.45,47.0,3.88,59.0,1.53,50.0,60.0,0.9,84.61539,1987
2376,Kyung Ho Kang,Chico Camus,0,Bantamweight,f,DEC,3,2013,14,8,0,1,"5' 9""","72""",Orthodox,2.39,42.0,1.97,58.0,2.29,66.0,75.0,1.3,60.869564,1987,14,7,0,1,"5' 6""","66""",Orthodox,2.58,41.0,2.46,64.0,0.77,40.0,72.0,0.4,63.636364,1985
