bout_id,event_name,date,location,attendance ,result,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,end_time
2173,The Ultimate Fighter LIVE Finale,2012-06-01,"Las Vegas, Nevada, USA",1628,win,Justin Lawrence,John Cofer,Justin Lawrence,Lightweight,f,KO/TKO-Kick,3,0:19
2174,The Ultimate Fighter LIVE Finale,2012-06-01,"Las Vegas, Nevada, USA",1628,win,Daron Cruickshank,Chris Tickle,Daron Cruickshank,Lightweight,f,DEC-Unanimous,3,5:00
2175,The Ultimate Fighter LIVE Finale,2012-06-01,"Las Vegas, Nevada, USA",1628,win,Myles Jury,Chris Saunders,Myles Jury,Lightweight,f,SUB-Guillotine Choke,1,4:03
2176,The Ultimate Fighter LIVE Finale,2012-06-01,"Las Vegas, Nevada, USA",1628,win,Sam Sicilia,Cristiano Marcello,Sam Sicilia,Lightweight,f,KO/TKO-Knee,2,2:53
2177,The Ultimate Fighter LIVE Finale,2012-06-01,"Las Vegas, Nevada, USA",1628,win,Joe Proctor,Jeremy Larsen,Joe Proctor,Lightweight,f,KO/TKO-Knee,1,1:59
2178,The Ultimate Fighter LIVE Finale,2012-06-01,"Las Vegas, Nevada, USA",1628,win,Erik Perez,John Albert,Erik Perez,Bantamweight,f,SUB-Armbar,1,4:18
2179,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Demetrious Johnson,Ian McCall,Demetrious Johnson,Flyweight,f,DEC-Unanimous,3,5:00
2180,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Erick Silva,Charlie Brenneman,Erick Silva,Welterweight,f,SUB-Rear Naked Choke,1,4:33
2181,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Mike Pyle,Josh Neer,Mike Pyle,Welterweight,f,KO/TKO-Punch,1,4:56
2182,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Eddie Wineland,Scott Jorgensen,Eddie Wineland,Bantamweight,f,KO/TKO-Punch,2,4:10
2183,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Mike Pierce,Carlos Eduardo Rocha,Mike Pierce,Welterweight,f,DEC-Unanimous,3,5:00
2184,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Seth Baczynski,Lance Benoist,Seth Baczynski,Welterweight,f,DEC-Split,3,5:00
2185,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Matt Grice,Leonard Garcia,Matt Grice,Featherweight,f,DEC-Unanimous,3,5:00
2186,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Dustin Pague,Jared Papazian,Dustin Pague,Bantamweight,f,SUB-Rear Naked Choke,1,3:21
2187,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Tim Means,Justin Salas,Tim Means,Lightweight,f,KO/TKO-Punches,1,1:06
2188,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Buddy Roberts,Caio Magalhaes,Buddy Roberts,Middleweight,f,DEC-Unanimous,3,5:00
2189,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Henry Martinez,Bernardo Magalhaes,Henry Martinez,Lightweight,f,DEC-Split,3,5:00
2190,UFC on FX: Johnson vs McCall,2012-06-08,"Sunrise, Florida, USA",6635,win,Sean Pierson,Jake Hecht,Sean Pierson,Welterweight,f,DEC-Unanimous,3,5:00
2191,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Gray Maynard,Clay Guida,Gray Maynard,Lightweight,f,DEC-Split,5,5:00
2192,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Sam Stout,Spencer Fisher,Sam Stout,Lightweight,f,DEC-Unanimous,3,5:00
2193,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Brian Ebersole,TJ Waldburger,Brian Ebersole,Welterweight,f,DEC-Unanimous,3,5:00
2194,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Cub Swanson,Ross Pearson,Cub Swanson,Featherweight,f,KO/TKO-Punch,2,4:14
2195,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Ricardo Lamas,Hatsu Hioki,Ricardo Lamas,Featherweight,f,DEC-Unanimous,3,5:00
2196,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Ramsey Nijem,CJ Keith,Ramsey Nijem,Lightweight,f,KO/TKO-Punch,1,2:29
2197,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Rick Story,Brock Jardine,Rick Story,Welterweight,f,DEC-Unanimous,3,5:00
2198,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Steven Siler,Joey Gambino,Steven Siler,Featherweight,f,SUB-Guillotine Choke,1,2:47
2199,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Chris Camozzi,Nick Catone,Chris Camozzi,Middleweight,f,KO/TKO,3,1:51
2200,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Matt Brown,Luis Ramos,Matt Brown,Welterweight,f,KO/TKO-Knees,2,4:20
2201,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Dan Miller,Ricardo Funch,Dan Miller,Welterweight,f,SUB-Guillotine Choke,3,3:12
2202,UFC on FX: Maynard vs Guida,2012-06-22,"Atlantic City, New Jersey, USA",4652,win,Ken Stone,Dustin Pague,Ken Stone,Bantamweight,f,DEC-Split,3,5:00
2203,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Rich Franklin,Wanderlei Silva,Rich Franklin,Catch Weight,f,DEC-Unanimous,5,5:00
2204,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Cezar Ferreira,Sergio Moraes,Cezar Ferreira,Middleweight,t,DEC-Unanimous,3,5:00
2205,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Rony Jason,Godofredo Pepey,Rony Jason,Featherweight,t,DEC-Unanimous,3,5:00
2206,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Fabricio Werdum,Mike Russow,Fabricio Werdum,Heavyweight,f,KO/TKO-Punch,1,2:28
2207,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Hacran Dias,Iuri Alcantara,Hacran Dias,Featherweight,f,DEC-Unanimous,3,5:00
2208,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Rodrigo Damm,Anistavio Medeiros,Rodrigo Damm,Featherweight,f,SUB-Rear Naked Choke,1,2:12
2209,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Francisco Trinaldo,Delson Heleno,Francisco Trinaldo,Middleweight,f,KO/TKO-Punches,1,4:21
2210,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Hugo Viana,John Teixeira,Hugo Viana,Featherweight,f,DEC-Split,3,5:00
2211,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Thiago Perpetuo,Leonardo Mafra,Thiago Perpetuo,Middleweight,f,KO/TKO-Punch,3,0:41
2212,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,win,Marcos Vinicius,Wagner Campos,Marcos Vinicius,Featherweight,f,KO/TKO-Punches,3,1:04
2213,UFC 147: Silva vs Franklin 2,2012-06-23,"Belo Horizonte, Minas Gerais, Brazil",16643,draw,Felipe Arantes,Milton Vieira,,Featherweight,f,DEC-Split,3,5:00
2214,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Anderson Silva,Chael Sonnen,Anderson Silva,Middleweight,t,KO/TKO-Punch,2,1:55
2215,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Forrest Griffin,Tito Ortiz,Forrest Griffin,Light Heavyweight,f,DEC-Unanimous,3,5:00
2216,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Cung Le,Patrick Cote,Cung Le,Middleweight,f,DEC-Unanimous,3,5:00
2217,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Demian Maia,Dong Hyun Kim,Demian Maia,Welterweight,f,KO/TKO,1,0:47
2218,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Chad Mendes,Cody McKenzie,Chad Mendes,Featherweight,f,KO/TKO-Punch,1,0:31
2219,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Mike Easton,Ivan Menjivar,Mike Easton,Bantamweight,f,DEC-Unanimous,3,5:00
2220,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Melvin Guillard,Fabricio Camoes,Melvin Guillard,Lightweight,f,DEC-Unanimous,3,5:00
2221,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Khabib Nurmagomedov,Gleison Tibau,Khabib Nurmagomedov,Lightweight,f,DEC-Unanimous,3,5:00
2222,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Costas Philippou,Riki Fukuda,Costas Philippou,Middleweight,f,DEC-Unanimous,3,5:00
2223,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Shane Roller,John Alessio,Shane Roller,Lightweight,f,DEC-Unanimous,3,5:00
2224,UFC 148: Silva vs Sonnen 2,2012-07-07,"Las Vegas, Nevada, USA",15104,win,Rafaello Oliveira,Yoislandy Izquierdo,Rafaello Oliveira,Lightweight,f,DEC-Unanimous,3,5:00
2225,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,Chris Weidman,Mark Munoz,Chris Weidman,Middleweight,f,KO/TKO-Elbow,2,1:37
2226,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,James Te Huna,Joey Beltran,James Te Huna,Light Heavyweight,f,DEC-Unanimous,3,5:00
2227,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,Aaron Simpson,Kenny Robertson,Aaron Simpson,Welterweight,f,DEC-Unanimous,3,5:00
2228,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,Francis Carmont,Karlos Vemola,Francis Carmont,Middleweight,f,SUB-Rear Naked Choke,2,1:39
2229,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,TJ Dillashaw,Vaughan Lee,TJ Dillashaw,Bantamweight,f,SUB-Rear Naked Choke,1,2:33
2230,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,Rafael Dos Anjos,Anthony Njokuani,Rafael Dos Anjos,Lightweight,f,DEC-Unanimous,3,5:00
2231,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,Alex Caceres,Damacio Page,Alex Caceres,Bantamweight,f,SUB-Triangle Choke,2,1:27
2232,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,Chris Cariaso,Josh Ferguson,Chris Cariaso,Flyweight,f,DEC-Unanimous,3,5:00
2233,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,Andrew Craig,Rafael Natal,Andrew Craig,Middleweight,f,KO/TKO-Kick,2,4:52
2234,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,Marcelo Guimaraes,Dan Stittgen,Marcelo Guimaraes,Welterweight,f,DEC-Split,3,5:00
2235,UFC on FUEL TV: Munoz vs Weidman,2012-07-11,"San Jose, California, USA",4250,win,Raphael Assuncao,Issei Tamura,Raphael Assuncao,Bantamweight,f,KO/TKO-Punch,2,0:25
2236,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,win,Renan Barao,Urijah Faber,Renan Barao,Bantamweight,t,DEC-Unanimous,5,5:00
2237,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,win,Tim Boetsch,Hector Lombard,Tim Boetsch,Middleweight,f,DEC-Split,3,5:00
2238,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,win,Cheick Kongo,Shawn Jordan,Cheick Kongo,Heavyweight,f,DEC-Unanimous,3,5:00
2239,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,win,James Head,Brian Ebersole,James Head,Welterweight,f,DEC-Split,3,5:00
2240,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,nc,Chris Clements,Matthew Riddle,,Welterweight,f,Overturned,3,2:02
2241,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,win,Nick Ring,Court McGee,Nick Ring,Middleweight,f,DEC-Unanimous,3,5:00
2242,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,nc,Roland Delorme,Francisco Rivera,,Bantamweight,f,Overturned-Punch,1,4:19
2243,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,win,Ryan Jimmo,Anthony Perosh,Ryan Jimmo,Light Heavyweight,f,KO/TKO-Punch,1,0:07
2244,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,win,Bryan Caraway,Mitch Gagnon,Bryan Caraway,Bantamweight,f,SUB-Rear Naked Choke,3,1:39
2245,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,win,Antonio Carvalho,Daniel Pineda,Antonio Carvalho,Featherweight,f,KO/TKO-Punch,1,1:11
2246,UFC 149: Faber vs Barao,2012-07-21,"Calgary, Alberta, Canada",16089,win,Anton Kuivanen,Mitch Clarke,Anton Kuivanen,Lightweight,f,DEC-Split,3,5:00
2247,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,win,Mauricio Rua,Brandon Vera,Mauricio Rua,Light Heavyweight,f,KO/TKO-Punches,4,4:09
2248,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,win,Lyoto Machida,Ryan Bader,Lyoto Machida,Light Heavyweight,f,KO/TKO-Punch,2,1:32
2249,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,win,Joe Lauzon,Jamie Varner,Joe Lauzon,Lightweight,f,SUB-Triangle Choke,3,2:44
2250,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,win,Mike Swick,DaMarques Johnson,Mike Swick,Welterweight,f,KO/TKO-Punch,2,1:20
2251,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,win,Nam Phan,Cole Miller,Nam Phan,Featherweight,f,DEC-Split,3,5:00
2252,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,nc,Phil Davis,Wagner Prado,,Light Heavyweight,f,CNC,1,1:28
2253,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,win,Rani Yahya,Josh Grispi,Rani Yahya,Featherweight,f,SUB-North-South Choke,1,3:15
2254,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,win,Philip De Fries,Oli Thompson,Philip De Fries,Heavyweight,f,SUB-Other - Lock,2,4:16
2255,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,win,Manvel Gamburyan,Michihiro Omigawa,Manvel Gamburyan,Featherweight,f,DEC-Unanimous,3,5:00
2256,UFC on FOX: Shogun vs Vera,2012-08-04,"Los Angeles, California, USA",16080,win,John Moraga,Ulysses Gomez,John Moraga,Flyweight,f,KO/TKO-Elbow,1,3:46
2257,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,win,Benson Henderson,Frankie Edgar,Benson Henderson,Lightweight,t,DEC-Split,5,5:00
2258,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,win,Donald Cerrone,Melvin Guillard,Donald Cerrone,Lightweight,f,KO/TKO-Kick,1,1:16
2259,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,nc,Jake Shields,Ed Herman,,Middleweight,f,Overturned,3,5:00
2260,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,win,Yushin Okami,Buddy Roberts,Yushin Okami,Middleweight,f,KO/TKO-Punches,2,3:05
2261,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,win,Max Holloway,Justin Lawrence,Max Holloway,Featherweight,f,KO/TKO-Punch,2,4:49
2262,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,win,Dennis Bermudez,Tommy Hayden,Dennis Bermudez,Featherweight,f,SUB-Guillotine Choke,1,4:43
2263,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,win,Michael Kuiper,Jared Hamman,Michael Kuiper,Middleweight,f,KO/TKO-Punch,2,2:16
2264,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,win,Erik Perez,Ken Stone,Erik Perez,Bantamweight,f,KO/TKO-Punch,1,0:17
2265,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,win,Chico Camus,Dustin Pague,Chico Camus,Bantamweight,f,DEC-Unanimous,3,5:00
2266,UFC 150: Henderson vs Edgar II,2012-08-11,"Denver, Colorado, USA",13027,win,Nik Lentz,Eiji Mitsuoka,Nik Lentz,Featherweight,f,KO/TKO-Punches,1,3:45
2267,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Jon Jones,Vitor Belfort,Jon Jones,Light Heavyweight,t,SUB-Keylock,4,0:54
2268,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Demetrious Johnson,Joseph Benavidez,Demetrious Johnson,Flyweight,t,DEC-Split,5,5:00
2269,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Michael Bisping,Brian Stann,Michael Bisping,Middleweight,f,DEC-Unanimous,3,5:00
2270,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Matt Hamill,Roger Hollett,Matt Hamill,Light Heavyweight,f,DEC-Unanimous,3,5:00
2271,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Cub Swanson,Charles Oliveira,Cub Swanson,Featherweight,f,KO/TKO-Punch,1,2:40
2272,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Vinny Magalhaes,Igor Pokrajac,Vinny Magalhaes,Light Heavyweight,f,SUB-Armbar,2,1:14
2273,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,TJ Grant,Evan Dunham,TJ Grant,Lightweight,f,DEC-Unanimous,3,5:00
2274,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Sean Pierson,Lance Benoist,Sean Pierson,Welterweight,f,DEC-Unanimous,3,5:00
2275,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Marcus Brimage,Jimy Hettes,Marcus Brimage,Featherweight,f,DEC-Unanimous,3,5:00
2276,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Seth Baczynski,Simeon Thoresen,Seth Baczynski,Welterweight,f,KO/TKO-Punch,1,4:10
2277,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Mitch Gagnon,Walel Watson,Mitch Gagnon,Bantamweight,f,SUB-Rear Naked Choke,1,1:09
2278,UFC 152: Jones vs Belfort,2012-09-22,"Toronto, Ontario, Canada",16800,win,Kyle Noke,Charlie Brenneman,Kyle Noke,Welterweight,f,KO/TKO-Punch,1,0:45
2279,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Stefan Struve,Stipe Miocic,Stefan Struve,Heavyweight,f,KO/TKO-Punches,2,3:50
2280,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Dan Hardy,Amir Sadollah,Dan Hardy,Welterweight,f,DEC-Unanimous,3,5:00
2281,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Brad Pickett,Yves Jabouin,Brad Pickett,Bantamweight,f,KO/TKO-Punch,1,3:40
2282,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Matt Wiman,Paul Sass,Matt Wiman,Lightweight,f,SUB-Armbar,1,3:48
2283,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,John Hathaway,John Maguire,John Hathaway,Welterweight,f,DEC-Unanimous,3,5:00
2284,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Che Mills,Duane Ludwig,Che Mills,Welterweight,f,KO/TKO,1,2:28
2285,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Jimi Manuwa,Kyle Kingsbury,Jimi Manuwa,Light Heavyweight,f,KO/TKO,2,5:00
2286,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Akira Corassani,Andy Ogle,Akira Corassani,Featherweight,f,DEC-Split,3,5:00
2287,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Brad Tavares,Tom Watson,Brad Tavares,Middleweight,f,DEC-Split,3,5:00
2288,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Gunnar Nelson,DaMarques Johnson,Gunnar Nelson,Catch Weight,f,SUB-Rear Naked Choke,1,3:34
2289,UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",7241,win,Robert Peralta,Jason Young,Robert Peralta,Featherweight,f,KO/TKO-Punch,1,0:23
2290,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,Antonio Silva,Travis Browne,Antonio Silva,Heavyweight,f,KO/TKO-Punch,1,3:27
2291,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,Jake Ellenberger,Jay Hieron,Jake Ellenberger,Welterweight,f,DEC-Unanimous,3,5:00
2292,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,John Dodson,Jussier Formiga,John Dodson,Flyweight,f,KO/TKO-Punch,2,4:35
2293,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,Justin Edwards,Josh Neer,Justin Edwards,Welterweight,f,SUB-Guillotine Choke,1,0:45
2294,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,Michael Johnson,Danny Castillo,Michael Johnson,Lightweight,f,KO/TKO-Punch,2,1:06
2295,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,Mike Pierce,Aaron Simpson,Mike Pierce,Welterweight,f,KO/TKO-Punch,2,0:29
2296,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,Marcus LeVesseur,Carlo Prater,Marcus LeVesseur,Lightweight,f,DEC-Split,3,5:00
2297,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,Jacob Volkmann,Shane Roller,Jacob Volkmann,Lightweight,f,SUB-Rear Naked Choke,1,2:38
2298,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,Diego Nunes,Bart Palaszewski,Diego Nunes,Featherweight,f,DEC-Unanimous,3,5:00
2299,UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",7055,win,Darren Uyenoyama,Phil Harris,Darren Uyenoyama,Flyweight,f,SUB-Rear Naked Choke,2,3:38
2300,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Anderson Silva,Stephan Bonnar,Anderson Silva,Light Heavyweight,f,KO/TKO-Knee,1,4:40
2301,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Minotauro Nogueira,Dave Herman,Minotauro Nogueira,Heavyweight,f,SUB-Armbar,2,4:31
2302,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Glover Teixeira,Fabio Maldonado,Glover Teixeira,Light Heavyweight,f,KO/TKO,2,5:00
2303,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Jon Fitch,Erick Silva,Jon Fitch,Welterweight,f,DEC-Unanimous,3,5:00
2304,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Phil Davis,Wagner Prado,Phil Davis,Light Heavyweight,f,SUB-Anaconda Choke,2,4:29
2305,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Demian Maia,Rick Story,Demian Maia,Welterweight,f,SUB-Rear Naked Choke,1,2:30
2306,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Rony Jason,Sam Sicilia,Rony Jason,Featherweight,f,KO/TKO-Punch,2,4:16
2307,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Gleison Tibau,Francisco Trinaldo,Gleison Tibau,Lightweight,f,DEC-Unanimous,3,5:00
2308,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Diego Brandao,Joey Gambino,Diego Brandao,Featherweight,f,DEC-Unanimous,3,5:00
2309,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Sergio Moraes,Renee Forte,Sergio Moraes,Welterweight,f,SUB-Rear Naked Choke,3,3:10
2310,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Chris Camozzi,Luiz Cane,Chris Camozzi,Middleweight,f,DEC-Unanimous,3,5:00
2311,UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",16844,win,Cristiano Marcello,Reza Madadi,Cristiano Marcello,Lightweight,f,DEC-Split,3,5:00
2312,UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",8415,win,Cung Le,Rich Franklin,Cung Le,Middleweight,f,KO/TKO-Punch,1,2:17
2313,UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",8415,nc,Thiago Silva,Stanislav Nedkov,,Light Heavyweight,f,Overturned,3,1:45
2314,UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",8415,win,Dong Hyun Kim,Paulo Thiago,Dong Hyun Kim,Welterweight,f,DEC-Unanimous,3,5:00
